,cik_str,ticker,title
3126,1464591,GPRK,GeoPark Ltd
3127,1630472,TRTX,"TPG RE Finance Trust, Inc."
3128,1288403,WTI,W&T OFFSHORE INC
3129,1704711,FNKO,"Funko, Inc."
3130,1027838,TCMD,TACTILE SYSTEMS TECHNOLOGY INC
3131,1810019,RXT,"Rackspace Technology, Inc."
3132,1759824,ALTG,ALTA EQUIPMENT GROUP INC.
3133,1772921,ONEW,OneWater Marine Inc.
3134,1277866,EXK,ENDEAVOUR SILVER CORP
3135,884219,VVI,VIAD CORP
3136,1436208,LEGH,Legacy Housing Corp
3137,1788999,XPER,Xperi Inc.
3138,1590560,QURE,uniQure N.V.
3139,1754820,DM,"Desktop Metal, Inc."
3140,1803737,EHAB,"Enhabit, Inc."
3141,855886,PDT,JOHN HANCOCK PREMIUM DIVIDEND FUND
3142,1349436,SD,SANDRIDGE ENERGY INC
3143,357301,TRST,TRUSTCO BANK CORP N Y
3144,1393299,BGY,BlackRock Enhanced International Dividend Trust
3145,885601,IIM,Invesco Value Municipal Income Trust
3146,1395325,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund
3147,1314966,BME,BlackRock Health Sciences Trust
3148,1023313,FORR,"FORRESTER RESEARCH, INC."
3149,1069899,PAHC,PHIBRO ANIMAL HEALTH CORP
3150,1075415,DHC,DIVERSIFIED HEALTHCARE TRUST
3151,1805012,VTRU,Vitru Ltd
3152,879911,AERG,"APPLIED ENERGETICS, INC."
3153,1850235,HEPS,D-MARKET Electronic Services & Trading
3154,1393726,TIPT,TIPTREE INC.
3155,1529377,ACRE,Ares Commercial Real Estate Corp
3156,1819580,YSG,Yatsen Holding Ltd
3157,1360214,HROW,"HARROW HEALTH, INC."
3158,1805077,EOSE,"Eos Energy Enterprises, Inc."
3159,105319,WW,"WW INTERNATIONAL, INC."
3160,768899,TBI,"TrueBlue, Inc."
3161,1333274,MERC,MERCER INTERNATIONAL INC.
3162,1937653,ZYME,Zymeworks Inc.
3163,1846253,OABI,"OmniAb, Inc."
3164,827876,CLSK,"CLEANSPARK, INC."
3165,1195738,NKX,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND
3166,917470,ZEUS,OLYMPIC STEEL INC
3167,1823144,CMPO,"CompoSecure, Inc."
3168,1372020,GLDD,Great Lakes Dredge & Dock CORP
3169,1798562,TMC,TMC the metals Co Inc.
3170,1267902,WIW,WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND
3171,1562818,BIT,BlackRock Multi-Sector Income Trust
3172,1724755,GHG,GreenTree Hospitality Group Ltd.
3173,1948455,ISPR,Ispire Technology Inc.
3174,1705873,BRY,Berry Corp (bry)
3175,844059,FRPH,"FRP HOLDINGS, INC."
3176,1638290,MCFT,"MasterCraft Boat Holdings, Inc."
3177,1857853,COOK,"Traeger, Inc."
3178,1084765,RGP,"RESOURCES CONNECTION, INC."
3179,1081834,KUBR,Kuber Resources Corp
3180,925683,BTO,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND
3181,1267813,MRNS,"MARINUS PHARMACEUTICALS, INC."
3182,1505952,DOMO,"DOMO, INC."
3183,1787306,ARQT,"Arcutis Biotherapeutics, Inc."
3184,100591,AGX,ARGAN INC
3185,1937441,AMBI,Ambipar Emergency Response
3186,708781,CASS,CASS INFORMATION SYSTEMS INC
3187,1548717,LDP,"Cohen & Steers Ltd Duration Preferred & Income Fund, Inc."
3188,1400810,HCI,"HCI Group, Inc."
3189,102212,UVSP,UNIVEST FINANCIAL Corp
3190,1066605,HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC
3191,5981,AVD,AMERICAN VANGUARD CORP
3192,1441236,CLW,Clearwater Paper Corp
3193,1504619,PFLT,PennantPark Floating Rate Capital Ltd.
3194,33002,EBF,"ENNIS, INC."
3195,1734342,AMTB,Amerant Bancorp Inc.
3196,1098972,AGEN,AGENUS INC
3197,880892,VGM,Invesco Trust for Investment Grade Municipals
3198,1635977,THW,Tekla World Healthcare Fund
3199,216851,PEO,"ADAMS NATURAL RESOURCES FUND, INC."
3200,726601,CCBG,CAPITAL CITY BANK GROUP INC
3201,80172,NPK,NATIONAL PRESTO INDUSTRIES INC
3202,1227862,EMD,WESTERN ASSET EMERGING MARKETS DEBT FUND INC.
3203,1504461,NGL,NGL Energy Partners LP
3204,877463,VKQ,Invesco Municipal Trust
3205,1630805,BW,"Babcock & Wilcox Enterprises, Inc."
3206,715787,TILE,INTERFACE INC
3207,1830188,UHG,"United Homes Group, Inc."
3208,1133470,CVGW,CALAVO GROWERS INC
3209,1166663,TNP,TSAKOS ENERGY NAVIGATION LTD
3210,1774983,BROG,Brooge Energy Ltd
3211,1842731,SMWB,SIMILARWEB LTD.
3212,1499849,LND,BrasilAgro - Brazilian Agricultural Real Estate Co
3213,1340677,SVM,SILVERCORP METALS INC
3214,1514991,AMCX,AMC Networks Inc.
3215,1822966,SMR,NUSCALE POWER Corp
3216,1370053,ANAB,"ANAPTYSBIO, INC"
3217,1043337,SRI,STONERIDGE INC
3218,1437958,CCB,COASTAL FINANCIAL CORP
3219,1576873,ABML,AMERICAN BATTERY TECHNOLOGY Co
3220,1084869,FLWS,1 800 FLOWERS COM INC
3221,1493225,NFBK,"Northfield Bancorp, Inc."
3222,1760689,MVST,"Microvast Holdings, Inc."
3223,1355096,QRTEA,"Qurate Retail, Inc."
3224,1577437,ASC,Ardmore Shipping Corp
3225,1608742,DIAX,Nuveen Dow 30sm Dynamic Overwrite Fund
3226,1826286,VINP,Vinci Partners Investments Ltd.
3227,1817713,JANX,"Janux Therapeutics, Inc."
3228,1628063,SRG,Seritage Growth Properties
3229,1053352,HTBK,HERITAGE COMMERCE CORP
3230,1487952,VPG,"Vishay Precision Group, Inc."
3231,712034,ACCO,ACCO BRANDS Corp
3232,1234006,GOOD,GLADSTONE COMMERCIAL CORP
3233,1023731,EGHT,8X8 INC /DE/
3234,1080720,GUT,GABELLI UTILITY TRUST
3235,1368519,NOA,North American Construction Group Ltd.
3236,909108,DHIL,DIAMOND HILL INVESTMENT GROUP INC
3237,885125,IQI,Invesco Quality Municipal Income Trust
3238,1176194,BLE,BLACKROCK MUNICIPAL INCOME TRUST II
3239,700565,FMBH,"FIRST MID BANCSHARES, INC."
3240,1798749,AVTE,"Aerovate Therapeutics, Inc."
3241,1091223,MTLS,MATERIALISE NV
3242,1849396,TRMR,Tremor International Ltd.
3243,1819576,LQDA,Liquidia Corp
3244,1235468,LQDT,LIQUIDITY SERVICES INC
3245,25475,CRD-A,CRAWFORD & CO
3246,310522,FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE
3247,1860782,TSVT,"2seventy bio, Inc."
3248,1065059,LEU,CENTRUS ENERGY CORP
3249,1830487,PHVS,Pharvaris N.V.
3250,1653087,ALEC,"Alector, Inc."
3251,357294,HOV,HOVNANIAN ENTERPRISES INC
3252,1653384,RWAY,Runway Growth Finance Corp.
3253,807863,MITK,MITEK SYSTEMS INC
3254,1625641,LAW,"CS Disco, Inc."
3255,1810523,FTHY,FIRST TRUST HIGH YIELD OPPORTUNITIES 2027 TERM FUND
3256,1471420,STK,"Columbia Seligman Premium Technology Growth Fund, Inc."
3257,1458412,CFB,"CROSSFIRST BANKSHARES, INC."
3258,1823608,AMAL,Amalgamated Financial Corp.
3259,1944885,APLM,Apollomics Inc.
3260,1070524,GCBC,GREENE COUNTY BANCORP INC
3261,1528988,BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust"
3262,1313310,GRVY,"GRAVITY Co., Ltd."
3263,1016281,CSV,CARRIAGE SERVICES INC
3264,1786108,TRIN,Trinity Capital Inc.
3265,1822928,HLLY,Holley Inc.
3266,917100,IFN,"INDIA FUND, INC."
3267,1870940,AIRS,"Airsculpt Technologies, Inc."
3268,879361,MYD,"BLACKROCK MUNIYIELD FUND, INC."
3269,1579733,VITL,"Vital Farms, Inc."
3270,1513363,FDUS,FIDUS INVESTMENT Corp
3271,1050743,PGC,PEAPACK GLADSTONE FINANCIAL CORP
3272,1950246,MTAL,Metals Acquisition Ltd
3273,1546429,BGB,Blackstone Strategic Credit 2027 Term Fund
3274,1476045,CLDT,Chatham Lodging Trust
3275,1175535,WSR,Whitestone REIT
3276,1127537,LUNG,Pulmonx Corp
3277,1640266,VYGR,"Voyager Therapeutics, Inc."
3278,814585,MBI,MBIA INC
3279,1820378,TBLD,Thornburg Income Builder Opportunities Trust
3280,1121484,OIS,"OIL STATES INTERNATIONAL, INC"
3281,1759138,CABA,"Cabaletta Bio, Inc."
3282,863110,ARTNA,ARTESIAN RESOURCES CORP
3283,1708055,RBBN,Ribbon Communications Inc.
3284,1334388,OBE,OBSIDIAN ENERGY LTD.
3285,1626199,ALPN,"ALPINE IMMUNE SCIENCES, INC."
3286,216085,HVT,HAVERTY FURNITURE COMPANIES INC
3287,1788257,BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V"
3288,1689375,TRDA,"Entrada Therapeutics, Inc."
3289,1413855,FANH,FANHUA INC.
3290,1823466,NOTE,"FiscalNote Holdings, Inc."
3291,1804176,BFLY,"Butterfly Network, Inc."
3292,1576942,SFIX,"Stitch Fix, Inc."
3293,1819253,BTMD,biote Corp.
3294,1087786,NXJ,NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND
3295,1832928,CRLBF,Cresco Labs Inc.
3296,3197,CECO,CECO ENVIRONMENTAL CORP
3297,891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC."
3298,1808865,ITOS,"iTeos Therapeutics, Inc."
3299,1587264,NETI,ENETI INC.
3300,1117297,QNST,"QUINSTREET, INC"
3301,1549595,NRIX,"Nurix Therapeutics, Inc."
3302,1710072,EWTX,"Edgewise Therapeutics, Inc."
3303,897448,AMRN,AMARIN CORP PLC\UK
3304,1518557,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
3305,1617242,KRNY,Kearny Financial Corp.
3306,1932770,QSG,QuantaSing Group Ltd
3307,1805833,SST,"System1, Inc."
3308,1434316,FATE,FATE THERAPEUTICS INC
3309,62234,MCS,MARCUS CORP
3310,706129,HBNC,HORIZON BANCORP INC /IN/
3311,1864208,GUG,Guggenheim Active Allocation Fund
3312,1337117,ITRN,Ituran Location & Control Ltd.
3313,800457,DGICA,DONEGAL GROUP INC
3314,1528985,INRE,"Inland Real Estate Income Trust, Inc."
3315,1623526,STOK,"Stoke Therapeutics, Inc."
3316,1808805,NAUT,"Nautilus Biotechnology, Inc."
3317,709337,FMNB,FARMERS NATIONAL BANC CORP /OH/
3318,1849635,DWAC,Digital World Acquisition Corp.
3319,1845840,TSAT,Telesat Corp
3320,1437071,IVR,Invesco Mortgage Capital Inc.
3321,1002590,SGU,"STAR GROUP, L.P."
3322,1287098,MXCT,"MAXCYTE, INC."
3323,1831363,TERN,"Terns Pharmaceuticals, Inc."
3324,1964333,BHRB,Burke & Herbert Financial Services Corp.
3325,1341235,ALDX,"Aldeyra Therapeutics, Inc."
3326,1109242,HAFC,HANMI FINANCIAL CORP
3327,1325702,MX,MAGNACHIP SEMICONDUCTOR Corp
3328,1400891,IHRT,"iHeartMedia, Inc."
3329,1270073,ICPT,"INTERCEPT PHARMACEUTICALS, INC."
3330,1842937,HCVI,Hennessy Capital Investment Corp. VI
3331,1017480,HIBB,HIBBETT INC
3332,1488775,CEM,ClearBridge MLP & Midstream Fund Inc.
3333,1177648,ENTA,ENANTA PHARMACEUTICALS INC
3334,1844862,SLDP,"Solid Power, Inc."
3335,798949,UNTC,UNIT CORP
3336,1501796,AURA,"Aura Biosciences, Inc."
3337,1322439,EGLE,Eagle Bulk Shipping Inc.
3338,1703141,DESP,"Despegar.com, Corp."
3339,1519061,TSE,Trinseo PLC
3340,1847590,BWMN,Bowman Consulting Group Ltd.
3341,1819790,TARS,"Tarsus Pharmaceuticals, Inc."
3342,96869,TRC,TEJON RANCH CO
3343,1233681,BLW,BLACKROCK Ltd DURATION INCOME TRUST
3344,1877333,THCH,TH International Ltd
3345,1475348,LBC,Luther Burbank Corp
3346,876523,EZPW,EZCORP INC
3347,1799567,DDI,"DoubleDown Interactive Co., Ltd."
3348,895531,VCV,Invesco California Value Municipal Income Trust
3349,1834974,LEV,Lion Electric Co
3350,1478888,NBB,Nuveen Taxable Municipal Income Fund
3351,1356115,NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST
3352,1109116,EVC,ENTRAVISION COMMUNICATIONS CORP
3353,1683825,TRVG,trivago N.V.
3354,1896084,IONR,ioneer Ltd
3355,1073748,YUMM,YUMMIES INC
3356,737468,WASH,WASHINGTON TRUST BANCORP INC
3357,1051003,DSU,"BLACKROCK DEBT STRATEGIES FUND, INC."
3358,1880441,BFAC,Battery Future Acquisition Corp.
3359,1623590,HWGC,Fintech Scion Ltd
3360,1863362,PROC,"Procaps Group, S.A."
3361,1217234,CDNA,"CareDx, Inc."
3362,1692705,QD,Qudian Inc.
3363,1841137,CPAA,Conyers Park III Acquisition Corp.
3364,1598655,GLOP,GasLog Partners LP
3365,1747068,MCBS,"MetroCity Bankshares, Inc."
3366,1807846,ML,MONEYLION INC.
3367,1474627,NEGG,"Newegg Commerce, Inc."
3368,1554697,GHY,"PGIM Global High Yield Fund, Inc."
3369,1713210,AATP,Agape ATP Corp
3370,1494904,GBLI,"Global Indemnity Group, LLC"
3371,1304421,CNSL,"Consolidated Communications Holdings, Inc."
3372,1276533,JFR,NUVEEN FLOATING RATE INCOME FUND
3373,1756699,TIGR,UP Fintech Holding Ltd
3374,750686,CAC,CAMDEN NATIONAL CORP
3375,1137393,BFK,BLACKROCK MUNICIPAL INCOME TRUST
3376,1821393,AAN,"Aaron's Company, Inc."
3377,1793855,ASGI,abrdn Global Infrastructure Income Fund
3378,724910,NVEC,NVE CORP /NEW/
3379,1785493,PXPC,Phoenix Plus Corp.
3380,1668673,PETQ,"PetIQ, Inc."
3381,1953530,OCS,Oculis Holding AG
3382,1579597,ITEPF,ITE Group plc/ADR
3383,1455684,TPIC,"TPI COMPOSITES, INC"
3384,1713748,SKE,Skeena Resources Ltd
3385,1887388,BCHPY,Brainchip Holdings Limited/ADR
3386,1850502,NFYS,Enphys Acquisition Corp.
3387,1847112,TRTL,TortoiseEcofin Acquisition Corp. III
3388,1215913,HPS,JOHN HANCOCK PREFERRED INCOME FUND III
3389,1221029,CPAC,CEMENTOS PACASMAYO SAA
3390,1466026,MSBI,"Midland States Bancorp, Inc."
3391,1042729,MBWM,MERCANTILE BANK CORP
3392,71829,NR,NEWPARK RESOURCES INC
3393,916907,SMBC,"SOUTHERN MISSOURI BANCORP, INC."
3394,1703956,BBCP,"Concrete Pumping Holdings, Inc."
3395,1808158,RPTX,Repare Therapeutics Inc.
3396,1321741,GAIN,GLADSTONE INVESTMENT CORPORATION\DE
3397,1508475,VNET,"VNET Group, Inc."
3398,1020214,CERS,CERUS CORP
3399,791963,OPY,OPPENHEIMER HOLDINGS INC
3400,925528,HDSN,HUDSON TECHNOLOGIES INC /NY
3401,712770,OLP,ONE LIBERTY PROPERTIES INC
3402,844965,TTI,TETRA TECHNOLOGIES INC
3403,1661181,ORGO,Organogenesis Holdings Inc.
3404,1833197,SWIM,"Latham Group, Inc."
3405,835948,MVF,"BLACKROCK MUNIVEST FUND, INC."
3406,1730463,AUTL,Autolus Therapeutics plc
3407,1649989,OTLK,"Outlook Therapeutics, Inc."
3408,1847891,ACRO,Acropolis Infrastructure Acquisition Corp.
3409,924717,SRDX,SURMODICS INC
3410,1885461,SUAC,ShoulderUP Technology Acquisition Corp.
3411,701347,CPF,CENTRAL PACIFIC FINANCIAL CORP
3412,717720,VALU,VALUE LINE INC
3413,1259708,FRA,"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC."
3414,932695,CYD,CHINA YUCHAI INTERNATIONAL LTD
3415,711772,CATC,CAMBRIDGE BANCORP
3416,1699880,AMLI,American Lithium Corp.
3417,886043,MMU,WESTERN ASSET MANAGED MUNICIPALS FUND INC.
3418,1365916,AMRS,"AMYRIS, INC."
3419,1780652,CAN,Canaan Inc.
3420,1518621,ORC,"Orchid Island Capital, Inc."
3421,1412095,TROO,"Troops, Inc. /Cayman Islands/"
3422,1635282,RMNI,"Rimini Street, Inc."
3423,828803,GIM,TEMPLETON GLOBAL INCOME FUND
3424,1867102,EVTL,Vertical Aerospace Ltd.
3425,1083301,WULF,TERAWULF INC.
3426,1574197,FPH,"Five Point Holdings, LLC"
3427,1794338,IGIC,International General Insurance Holdings Ltd.
3428,1837412,SLGC,"SomaLogic, Inc."
3429,1795579,CALT,Calliditas Therapeutics AB
3430,1838162,SLAM,Slam Corp.
3431,1827821,FRGE,"Forge Global Holdings, Inc."
3432,74046,ODC,Oil-Dri Corp of America
3433,1580345,TPVG,TriplePoint Venture Growth BDC Corp.
3434,870780,NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND
3435,1801170,CLOV,"CLOVER HEALTH INVESTMENTS, CORP. /DE"
3436,1738177,CMBM,Cambium Networks Corp
3437,1720424,HIVE,HIVE Blockchain Technologies Ltd.
3438,878518,TGB,TASEKO MINES LTD
3439,1789972,CGEM,"Cullinan Oncology, Inc."
3440,912147,RMT,"ROYCE MICRO-CAP TRUST, INC."
3441,1895597,ICG,Intchains Group Ltd
3442,1122904,NTGR,"NETGEAR, INC."
3443,1762303,RCEL,"AVITA Medical, Inc."
3444,1760717,SCPL,SciPlay Corp
3445,1290677,TPB,"Turning Point Brands, Inc."
3446,1841873,KVSA,Khosla Ventures Acquisition Co.
3447,1512762,CHRS,"Coherus BioSciences, Inc."
3448,1531177,SGHT,"Sight Sciences, Inc."
3449,1761918,ERAS,"Erasca, Inc."
3450,1285890,IGD,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND
3451,1823593,TSP,TuSimple Holdings Inc.
3452,1769617,HONE,"HarborOne Bancorp, Inc."
3453,1819974,SKYT,"SkyWater Technology, Inc"
3454,1534880,ISD,"PGIM High Yield Bond Fund, Inc."
3455,1570562,EOLS,"Evolus, Inc."
3456,1852940,GOGN,GoGreen Investments Corp
3457,894627,EGY,VAALCO ENERGY INC /DE/
3458,1219120,AVK,ADVENT CONVERTIBLE & INCOME FUND
3459,1825079,VLD,"Velo3D, Inc."
3460,1308927,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund
3461,1957413,CJET,"Chijet Motor Company, Inc."
3462,1750264,PUYI,"PUYI, INC."
3463,1824814,CGNT,Cognyte Software Ltd.
3464,1431852,ODV,Osisko Development Corp.
3465,1275187,ANGO,ANGIODYNAMICS INC
3466,1745020,THRX,"Theseus Pharmaceuticals, Inc."
3467,924822,MLR,MILLER INDUSTRIES INC /TN/
3468,1176199,HPI,JOHN HANCOCK PREFERRED INCOME FUND
3469,1383058,DBO,Invesco DB Oil Fund
3470,1835654,INVZ,Innoviz Technologies Ltd.
3471,1860879,RRAC,Rigel Resource Acquisition Corp.
3472,882150,MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC."
3473,1727196,SRRK,Scholar Rock Holding Corp
3474,1074540,EVN,EATON VANCE MUNICIPAL INCOME TRUST
3475,1735438,MGTX,MeiraGTx Holdings plc
3476,783412,DJCO,DAILY JOURNAL CORP
3477,1496323,IGMS,"IGM Biosciences, Inc."
3478,1812477,BITF,Bitfarms Ltd
3479,1701758,LOVE,Lovesac Co
3480,714562,THFF,FIRST FINANCIAL CORP /IN/
3481,1476034,MCB,Metropolitan Bank Holding Corp.
3482,1970509,HYAC,Haymaker Acquisition Corp. 4
3483,1094324,SIFY,SIFY TECHNOLOGIES LTD
3484,23795,CTO,"CTO Realty Growth, Inc."
3485,1738021,CMPX,"Compass Therapeutics, Inc."
3486,866028,PLM,POLYMET MINING CORP
3487,1337298,FF,FutureFuel Corp.
3488,1883814,SLND,"Southland Holdings, Inc."
3489,1318885,DSX,DIANA SHIPPING INC.
3490,1644378,RMR,RMR GROUP INC.
3491,1163668,SPFI,"SOUTH PLAINS FINANCIAL, INC."
3492,922357,IOCJY,IOCHPE-MAXION SA /FI
3493,1487428,HRZN,Horizon Technology Finance Corp
3494,1587987,NEWT,"NewtekOne, Inc."
3495,1562051,NML,Neuberger Berman MLP & Energy Income Fund Inc.
3496,1856589,MBSC,M3-Brigade Acquisition III Corp.
3497,1096056,LXFR,LUXFER HOLDINGS PLC
3498,1861115,NMAI,Nuveen Multi-Asset Income Fund
3499,1721386,LSEA,Landsea Homes Corp
3500,1828105,HIPO,Hippo Holdings Inc.
3501,1442836,MRSN,"Mersana Therapeutics, Inc."
3502,1720420,IBEX,IBEX Ltd
3503,1712463,PACK,Ranpak Holdings Corp.
3504,1873923,ONL,Orion Office REIT Inc.
3505,1171326,EUBG,ENTREPRENEUR UNIVERSE BRIGHT GROUP
3506,1889109,BLTE,"BELITE BIO, INC"
3507,818972,LEO,"BNY MELLON STRATEGIC MUNICIPALS, INC."
3508,1383414,PNNT,PENNANTPARK INVESTMENT CORP
3509,1624322,BFST,"Business First Bancshares, Inc."
3510,1393434,OCUL,"OCULAR THERAPEUTIX, INC"
3511,1816590,CMPS,COMPASS Pathways plc
3512,1615063,INSE,"Inspired Entertainment, Inc."
3513,1396277,CHW,Calamos Global Dynamic Income Fund
3514,1811063,NUVB,Nuvation Bio Inc.
3515,1697500,SOI,"Solaris Oilfield Infrastructure, Inc."
3516,1708259,LX,LexinFintech Holdings Ltd.
3517,1547994,JPI,Nuveen Preferred & Income Term Fund
3518,898437,ANIK,"Anika Therapeutics, Inc."
3519,1517518,EMO,ClearBridge Energy Midstream Opportunity Fund Inc.
3520,1210123,EAD,ALLSPRING INCOME OPPORTUNITIES FUND
3521,1692376,VEL,"Velocity Financial, Inc."
3522,1429764,BLNK,Blink Charging Co.
3523,1377789,AVNW,"AVIAT NETWORKS, INC."
3524,1866757,BRLT,"Brilliant Earth Group, Inc."
3525,1856242,CXAC,C5 Acquisition Corp
3526,1824403,RSVR,"Reservoir Media, Inc."
3527,1456772,OPI,OFFICE PROPERTIES INCOME TRUST
3528,1275168,FSBC,FIVE STAR BANCORP
3529,1367644,EBS,Emergent BioSolutions Inc.
3530,1515671,DPG,Duff & Phelps Utility & Infrastructure Fund Inc.
3531,14846,BRT,BRT Apartments Corp.
3532,879635,MPB,MID PENN BANCORP INC
3533,1616543,SENS,"Senseonics Holdings, Inc."
3534,1729149,VMD,"VIEMED HEALTHCARE, INC."
3535,928340,CWCO,Consolidated Water Co. Ltd.
3536,1687187,METC,"Ramaco Resources, Inc."
3537,805928,AXGN,"Axogen, Inc."
3538,1935172,AIXI,Xiao-I Corp
3539,1115128,QUOT,Quotient Technology Inc.
3540,1710350,BTBT,"Bit Digital, Inc"
3541,31235,KODK,EASTMAN KODAK CO
3542,1110611,ONTF,ON24 INC.
3543,1756708,JMIA,Jumia Technologies AG
3544,1782430,STRW,"Strawberry Fields REIT, Inc."
3545,1839799,GAMB,Gambling.com Group Ltd
3546,1494530,FSD,FIRST TRUST HIGH INCOME LONG/SHORT FUND
3547,1327688,OOMA,OOMA INC
3548,1564824,ALLK,Allakos Inc.
3549,1531031,ESQ,"Esquire Financial Holdings, Inc."
3550,1447028,ABUS,Arbutus Biopharma Corp
3551,908993,VKI,Invesco Advantage Municipal Income Trust II
3552,1865389,NPFD,Nuveen Variable Rate Preferred & Income Fund
3553,1434754,SB,"SAFE BULKERS, INC."
3554,1845550,APTM,Alpha Partners Technology Merger Corp.
3555,1281926,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund
3556,743367,BHB,BAR HARBOR BANKSHARES
3557,1290900,CVGI,"Commercial Vehicle Group, Inc."
3558,923139,FFIC,FLUSHING FINANCIAL CORP
3559,1847874,FWAC,Fifth Wall Acquisition Corp. III
3560,1734107,SOHU,Sohu.com Ltd
3561,736772,CCNE,CNB FINANCIAL CORP/PA
3562,1855474,XPDB,Power & Digital Infrastructure Acquisition II Corp.
3563,1059142,GHI,Greystone Housing Impact Investors LP
3564,77543,TPC,TUTOR PERINI CORP
3565,1759774,PSTL,"Postal Realty Trust, Inc."
3566,1143513,GLAD,GLADSTONE CAPITAL CORP
3567,1116463,OSUR,ORASURE TECHNOLOGIES INC
3568,903419,ALRS,ALERUS FINANCIAL CORP
3569,1766600,SNDL,SNDL Inc.
3570,1347178,VNDA,Vanda Pharmaceuticals Inc.
3571,1882198,ATEK,Athena Technology Acquisition Corp. II
3572,1038773,SMBK,SMARTFINANCIAL INC.
3573,1369085,NEWP,NEW PACIFIC METALS CORP
3574,1495825,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust
3575,39311,IBCP,INDEPENDENT BANK CORP /MI/
3576,1754068,ALVR,"Allovir, Inc."
3577,1758021,KRT,Karat Packaging Inc.
3578,1812923,SDHY,PGIM Short Duration High Yield Opportunities Fund
3579,1392380,GEVO,"Gevo, Inc."
3580,59255,VHI,VALHI INC /DE/
3581,1169445,CPSI,COMPUTER PROGRAMS & SYSTEMS INC
3582,763532,LYTS,LSI INDUSTRIES INC
3583,1854458,NETC,Nabors Energy Transition Corp.
3584,1766400,PNTG,"Pennant Group, Inc."
3585,1865697,GGAA,Genesis Growth Tech Acquisition Corp.
3586,1858848,TNYA,"Tenaya Therapeutics, Inc."
3587,1538263,HTBI,"HomeTrust Bancshares, Inc."
3588,1385613,GLRE,"GREENLIGHT CAPITAL RE, LTD."
3589,1939780,UCAR,U Power Ltd
3590,1828161,FTCI,"FTC Solar, Inc."
3591,1528356,GNE,Genie Energy Ltd.
3592,1828536,NRGV,"Energy Vault Holdings, Inc."
3593,1862327,NFNT,Infinite Acquisition Corp.
3594,1853070,PACI,PROOF Acquisition Corp I
3595,1865407,KCGI,Kensington Capital Acquisition Corp. V
3596,1838337,APGB,Apollo Strategic Growth Capital II
3597,1468748,KOD,Kodiak Sciences Inc.
3598,1010086,SIGA,SIGA TECHNOLOGIES INC
3599,1138723,ARAY,ACCURAY INC
3600,1447362,CSTL,CASTLE BIOSCIENCES INC
3601,1102993,LPSN,LIVEPERSON INC
3602,1160308,SVRA,Savara Inc
3603,1807120,DSGN,"Design Therapeutics, Inc."
3604,910068,HIO,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.
3605,1137391,BFZ,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST
3606,1559991,DFP,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc
3607,1694665,EVLO,"Evelo Biosciences, Inc."
3608,1861121,EVE,EVe Mobility Acquisition Corp
3609,1829576,CARE,"Carter Bankshares, Inc."
3610,1851959,CNDA,Concord Acquisition Corp II
3611,1870600,DTC,"Solo Brands, Inc."
3612,1784440,NOTR,Nowtransit Inc
3613,34067,BOOM,DMC Global Inc.
3614,713425,AMSWA,AMERICAN SOFTWARE INC
3615,1899883,FIP,FTAI Infrastructure Inc.
3616,1071236,RRBI,RED RIVER BANCSHARES INC
3617,1227500,EQBK,EQUITY BANCSHARES INC
3618,1503290,ACP,abrdn Income Credit Strategies Fund
3619,1750284,OLMA,"Olema Pharmaceuticals, Inc."
3620,1889123,EMLD,FTAC Emerald Acquisition Corp.
3621,1018399,EBTC,ENTERPRISE BANCORP INC /MA/
3622,1561566,QIWI,QIWI
3623,1293971,BLUE,"bluebird bio, Inc."
3624,1786255,ICVX,"Icosavax, Inc."
3625,1291334,FFA,FIRST TRUST ENHANCED EQUITY INCOME FUND
3626,1827087,VIGL,"Vigil Neuroscience, Inc."
3627,1843370,BLEU,bleuacacia ltd
3628,739421,CZFS,CITIZENS FINANCIAL SERVICES INC
3629,1613780,DBVT,DBV Technologies S.A.
3630,884121,HQL,TEKLA LIFE SCIENCES INVESTORS
3631,897322,GILT,GILAT SATELLITE NETWORKS LTD
